@relation output-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R31

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 31 numeric
@attribute 32 {-1,0,1}

@data
0.065869,-0.032913,-0.005487,0.016463,-0.076813,0.098836,0,-0.12068,0,0.032953,-0.038432,-0.016477,-0.038453,-0.027477,-0.082454,0.060516,0.098966,-0.027463,0,-0.005494,-0.076923,-0.197954,-0.082645,0.033085,0,0.049611,-0.15978,0.165554,0.022037,0.082622,65280,-1
0.048683,-0.032439,0.070308,0,0.113495,-0.021594,0.070194,-0.032375,-0.124143,0.03783,0,0,-0.086435,0.043255,-0.016214,0,0,0.021622,0,-0.064851,0.032446,0.037842,-0.010808,0.021618,-0.027017,-0.064858,0.070308,-0.054045,0.02163,-0.102719,67200,1
0.087023,0.108684,0.059711,-0.135626,0.103216,0.439572,-0.637562,0.62534,-0.075655,0.102753,-0.664506,0.886496,0,0.242588,0.080667,0,0.021494,0.128935,0.021462,0,-0.021457,-0.225346,0.118305,0.064454,0.053677,0.005365,-0.295049,0.306682,-0.284289,0.064551,57780,1
0,-0.010752,-0.010753,-0.032262,-0.010757,0,0.059172,0.037632,0,0,0,0.064488,-0.102041,0,0,-0.005376,0,0,-0.010753,0,-0.021508,0.032268,0,0,-0.005376,0,0.059143,0.005373,-0.155822,-0.037671,61800,0
0.0053,0.0371,0.021192,0.031781,-0.037066,0.079458,-0.047637,0,0.111205,-0.105792,0.137675,0.005288,0.037014,-0.042286,-0.079319,0.047629,0.031738,0.042303,-0.031714,0.031724,0.047571,-0.031699,-0.005285,0.047566,-0.010565,-0.005283,-0.005283,-0.015851,-0.084553,0.095203,67740,-1
0,0,0,0.042988,-0.04834,-0.016121,-0.075245,0.333477,0.048247,0,-0.069657,0.021448,0.026804,-0.026797,0,0.053608,-0.075011,0.117962,-0.032134,-0.117861,0.252092,-0.032101,-0.149853,0.053599,0,-0.064285,0.037523,0.005358,-0.053582,0.128666,66960,1
0.164971,0.148229,-0.043855,0.049358,0.115113,0.038327,0.071151,0.038285,0.120278,-0.021842,-0.131083,0.010938,-0.038279,-0.010941,0.021884,0,0.049229,-0.016402,-0.054681,0.038297,-0.235165,0.032891,-0.03836,-0.071268,0,0.219443,-0.043792,0.010953,-0.109517,0.08771,58800,-1
-0.035499,-0.020292,-0.116704,0.0254,0.035551,0.015231,-0.010152,-0.050767,0.091426,-0.050746,0.172624,-0.040547,0.040564,-0.157121,0.248744,-0.288637,0.147275,-0.096349,0.192884,0,-0.116521,0.071008,0.070958,0.055713,-0.02531,-0.025316,0.141808,-0.141607,-0.005065,0.005065,59280,1
0.005351,-0.080261,0.04284,-0.005353,-0.021412,0.021417,-0.069589,-0.133919,0.042912,-0.016085,0.0858,0.010716,-0.037501,0.042875,-0.058928,0.069683,0.080347,0.07493,-0.160445,0.107135,0.010702,-0.074906,-0.037481,-0.101773,0.075067,0.010716,-0.053573,-0.048242,0,-0.010726,66360,0
-0.108249,-0.119202,0.054248,0.048796,0,-0.081288,-0.048812,0,0.092246,0,0.005421,0,0,0,-0.102998,0,-0.048839,-0.081438,-0.038035,0,-0.059792,-0.032634,0.021763,0.043516,-0.043497,0.00544,0.087027,0.010869,0.336902,0,62340,-1
0.016591,-0.215648,0.260446,0.022108,-0.005526,-0.022104,0.210038,0.099283,0.176328,-0.473047,-0.01658,0.237687,-0.209551,0.215517,0.10477,-0.225846,0.038646,0.336645,-0.379517,0.027606,-0.066236,0.03314,0,0,-0.138038,0.19352,-0.331108,-0.13842,0.0499,0.465503,58560,-1
0.139542,-0.263212,0.688228,0.21071,0,-0.138469,-0.09244,0.071965,-0.102733,-0.030852,0.020574,0.056567,-0.097651,-0.005145,-0.036014,0,0.03088,-0.056596,0,0.15444,0.01542,-0.272382,0,0,0.814223,0.046005,0.127733,0.250038,-0.071261,0.152812,57000,1
0,-0.055028,0.010011,-0.020019,0.065075,-0.04002,-0.060054,0.055083,-0.055052,0.02003,-0.020026,0.015023,0.005007,0.01502,0.030035,0.005004,-0.080064,0.080128,-0.02502,0.055058,-0.08004,0.005007,-0.025031,0.04006,-0.020022,0.065085,-0.055036,0.065078,-0.035019,0.040036,75300,0
0.03816,-0.168928,0,0.005459,-0.016375,0.114641,0.021811,0.09813,-0.049017,0.103531,0.06532,-0.048958,0.032655,0,-0.059848,-0.043552,0.027232,-0.016335,0.043566,-0.04899,0.05446,0.032658,-0.010883,-0.032651,0.065324,-0.059841,-0.04899,0.125259,-0.07071,0.005443,70260,0
-0.119539,0.097922,0.625,-0.032406,0.378194,-0.53286,-0.167749,0.731747,-0.597288,0.227359,0.243046,-0.102371,-0.026967,-0.064739,-0.178147,-0.021632,0.075729,-0.064861,0.021634,0.081112,-0.064837,-0.005407,-0.097324,0.124479,-0.021622,-0.01622,-0.25415,-0.010842,0.065062,-0.314261,55800,1
-0.07071,0.005443,-0.005443,0.016329,0.032653,0.010881,-0.01088,0,0.038083,-0.146835,0.201514,-0.15219,0.435493,-0.03794,0.016266,-0.357801,-0.065288,0.03811,0.038095,0.261125,-0.249593,0.032637,0,0.097879,-0.108648,-0.005438,0.108773,-0.141251,-0.125129,0.043578,71940,1
0.100999,-0.028027,0.218671,0.089515,0.00559,-0.217987,0.112032,-0.117502,0,0.106437,0.033576,0.089505,-0.011178,0.00559,-0.145324,0.005598,0,-0.016792,0,0.050383,0.011191,0,-0.234978,-0.112158,-0.17404,-0.089984,-0.011258,-0.056297,0,0.681575,62760,-1
0,-0.005326,0.010653,0.042608,0.031942,0.05322,0,0.026596,-0.095719,-0.015968,-0.111797,0.127911,-0.079842,-0.047944,0,0.111922,0.021295,0.069193,-0.09574,0.090507,0.06383,0,0.026579,0,0,0,0.079715,-0.026551,0.042492,0.06902,64380,1
0.04309,0,0.150748,0,0.043006,-0.064481,0.048392,-0.010749,0.037624,-0.091339,0.021511,0.021507,-0.032253,0.026886,0.048382,-0.193434,0.145357,-0.236534,-0.075439,-0.097066,0.037785,-0.005396,0,-0.102525,0.091827,0,0.12952,-0.118573,0.010792,-0.080932,71640,0
0.015986,0.005328,-0.026638,0.026645,0.047949,-0.138453,0.10665,-0.053268,0.026648,-0.053282,0.042648,0,-0.031973,0,-0.181237,-0.090783,0.026725,-0.042749,-0.085534,-0.00535,0.21938,-0.074746,0.219064,0.037319,0.037305,-0.037292,0.218504,0,-0.010635,-0.111684,58620,0
0.048796,0,-0.081288,-0.048812,0,0.092246,0,0.005421,0,0,0,-0.102998,0,-0.048839,-0.081438,-0.038035,0,-0.059792,-0.032634,0.021763,0.043516,-0.043497,0.00544,0.087027,0.010869,0.336902,0,-0.102897,0,0.021685,62520,0
-0.022041,-0.143298,0.121426,0.033076,0.209413,0.027497,-0.016493,-0.335423,0.198621,0.143164,-0.087975,0.110065,0.093453,-0.087873,-0.010994,0.06597,0.016482,0.104367,-0.065847,0.021964,-0.104304,0.137385,-0.038415,0.00549,0.093325,-0.010969,0.01097,0.126145,-0.005478,0.032868,74280,0
-0.069541,-0.069589,-0.144633,-0.010729,-0.128762,0.10744,0.075127,-0.075071,0.096592,0.010722,0.042884,0.021433,-0.176783,0.053665,-0.005364,0.085823,0.107187,0.07495,0.021398,-0.096272,-0.048182,0.06963,0,0,0.016057,0.064219,0,-0.048133,0,0,64380,0
0.053599,0,-0.064285,0.037523,0.005358,-0.053582,0.128666,0.117792,0.005348,0.053476,0,0,0,0.005345,-0.042756,0.112281,-0.053407,0.032062,0.016026,0,0.010682,0.35781,-0.356535,0.267023,0.015979,-0.015976,-0.095872,0.037319,0.010659,0.053288,68340,0
1.972464,0.25901,0.060463,0.208745,0,0.065782,-0.208174,0.076856,0,0.444323,0.109224,0.038187,-0.098157,0.174672,0.043592,-0.157952,0,0.376412,0.304348,-0.709796,0.31105,0.097922,-0.059783,0.081571,-0.119539,0.097922,0.625,-0.032406,0.378194,-0.53286,54360,-1
0.056567,-0.097651,-0.005145,-0.036014,0,0.03088,-0.056596,0,0.15444,0.01542,-0.272382,0,0,0.814223,0.046005,0.127733,0.250038,-0.071261,0.152812,0.152579,0.040626,-0.050761,-0.035551,-0.066047,-0.040671,0.061031,0.228728,-0.035499,-0.020292,-0.116704,57660,0
0.053677,0.005365,-0.295049,0.306682,-0.284289,0.064551,0.225782,-0.16091,-0.021489,0.075228,0.085911,-0.091202,0,0.064436,-0.091226,0.161134,-0.101888,-0.177143,0.134438,-0.112776,-0.123656,0.274533,-0.214731,-0.037659,-0.064582,-0.09155,-0.00539,0.059296,0.301692,-0.005371,59220,-1
0,0.081411,0.081345,-0.081279,-0.021692,-0.027121,-0.043405,0,-0.048852,-0.054307,0.114106,0,0.135685,-0.102981,0.206174,0.167849,0.010811,0,0.097287,-0.032397,-0.102625,0,0,-0.048662,0.124418,-0.032417,-0.027023,0.264894,0.075484,-0.059264,56940,-1
0,0,-0.178109,0.108137,0.075614,0.26445,0.037679,0.23675,0.016104,-0.193216,0.032265,-0.096764,-0.043048,-0.01615,0.053842,0.242157,0.09126,0.075087,-0.257249,-0.048358,-0.112891,0.021527,-0.021523,0,0.150692,0.155839,-0.021462,-0.048299,0.069799,0,54480,-1
0.087056,-0.103289,-0.005442,0,0.451701,-0.054177,0.140937,-0.368085,0.021732,0.070614,-0.18998,-0.081575,-0.05987,0.098029,0.065288,0.010874,0.059802,-0.135833,0.021763,0.021758,0.043507,0,-0.070668,0,-0.108796,-0.174263,-0.01091,0,-0.010912,-0.038195,67680,-1
-0.133647,0.058883,-0.0214,0.096318,0.112263,0.112138,0.048005,-0.005331,0.015995,0.005331,0.053305,0.005328,-0.005327,0.037294,-0.026628,0,-0.074579,-0.037317,0,-0.138659,0,0.016021,-0.021358,-0.07477,0,-0.037413,0.037427,0,0.005345,0,61680,-1
-0.352284,0.271946,-0.119332,-0.059737,-0.135847,0.163239,-0.396567,0.158167,0.0599,-0.07619,0.070802,-0.364646,0.125635,-0.158211,0.054642,0.021845,0.20202,0.070837,-0.059897,-0.228833,0.049148,0,0,-0.120081,0.306028,-0.463089,0,-0.147783,-0.038371,0.115157,63360,-1
-0.059456,-0.178475,-0.043344,0.016261,-0.075873,-0.016271,0.037971,0.086758,-0.027089,0,0.081288,0.016244,0.027069,0,-0.02165,0,0.032482,0,0.005412,-0.027058,-0.021652,0.037899,-0.005412,0.054124,0.010819,-0.086543,0.027068,0,-0.005412,-0.005412,69180,1
-0.104401,-2.117712,1.972464,0.25901,0.060463,0.208745,0,0.065782,-0.208174,0.076856,0,0.444323,0.109224,0.038187,-0.098157,0.174672,0.043592,-0.157952,0,0.376412,0.304348,-0.709796,0.31105,0.097922,-0.059783,0.081571,-0.119539,0.097922,0.625,-0.032406,54240,1
0.137114,-0.060248,0,0.049323,0.142419,-0.251614,0.137091,-0.093095,0.487832,-0.032728,-0.049108,-0.464024,0.186475,-0.08759,0.153416,0.093003,0.683209,-0.684002,0.05466,-0.005463,-0.054633,0.054663,0.360577,0.288514,-0.700212,0.163988,0.032744,-0.201855,0,0.169464,55200,1
-0.071378,-0.126374,-0.159542,0.055102,0.104637,0.143038,-0.071417,0,-0.005498,-0.07697,0.022008,0.115518,0.087912,0,-0.027448,-0.131788,0,-0.010997,0.087985,0.049448,-0.214168,0.071543,0.098988,0.241732,0.109613,-0.142341,0.02193,-0.065775,0.104212,-0.087666,70980,1
-0.075277,0.005381,0,-0.091472,-0.22081,-0.026988,0,0,-0.075586,0.032418,0,-0.129632,0.021633,-0.005407,0,0.075704,0.027017,0.048617,0.124183,0.02157,0.086263,0.134669,-0.317392,0.259039,-0.080741,-0.123902,0.026969,0.0701,0.21554,-0.016131,57660,-1
-0.05503,0.035039,0.010008,0.01501,0.025013,-0.025006,-0.055028,-0.005005,-0.020022,-0.070091,0.06513,-0.135182,0.020054,-0.125313,-0.010038,0.110425,0.045124,-0.010023,0.040096,-0.02004,-0.070154,0.020058,0.035095,-0.025059,0.020052,0.030072,0,-0.020042,0.040092,0.025048,69780,0
-0.042762,-0.010695,-0.160445,0.326762,-0.315019,0.096411,-0.058861,0.06425,0,0.267537,-0.224131,0.155105,0.069422,0.032019,0.01067,0.117352,-0.058607,0.063973,-0.047949,0,0.026651,0.015986,0.005328,-0.026638,0.026645,0.047949,-0.138453,0.10665,-0.053268,0.026648,57360,0
0.378194,-0.53286,-0.167749,0.731747,-0.597288,0.227359,0.243046,-0.102371,-0.026967,-0.064739,-0.178147,-0.021632,0.075729,-0.064861,0.021634,0.081112,-0.064837,-0.005407,-0.097324,0.124479,-0.021622,-0.01622,-0.25415,-0.010842,0.065062,-0.314261,0.108707,-0.130307,-0.043492,0.087023,56040,1
0,0.15444,0.01542,-0.272382,0,0,0.814223,0.046005,0.127733,0.250038,-0.071261,0.152812,0.152579,0.040626,-0.050761,-0.035551,-0.066047,-0.040671,0.061031,0.228728,-0.035499,-0.020292,-0.116704,0.0254,0.035551,0.015231,-0.010152,-0.050767,0.091426,-0.050746,58080,1
0.01542,-0.272382,0,0,0.814223,0.046005,0.127733,0.250038,-0.071261,0.152812,0.152579,0.040626,-0.050761,-0.035551,-0.066047,-0.040671,0.061031,0.228728,-0.035499,-0.020292,-0.116704,0.0254,0.035551,0.015231,-0.010152,-0.050767,0.091426,-0.050746,0.172624,-0.040547,58200,0
0.081495,0,0.418001,-0.194616,0.157079,-0.086529,-0.108254,-0.173395,-0.065136,0,0.157515,0,0,0,-0.119306,-0.141166,0.179426,0,0.081411,0.081345,-0.081279,-0.021692,-0.027121,-0.043405,0,-0.048852,-0.054307,0.114106,0,0.135685,55920,-1
0.089832,0.044876,-0.050463,0.01122,-0.084137,-0.247011,0.287017,0.072952,-0.056076,0.134657,0.01681,0.084034,0,-0.117548,-0.061645,-0.061683,0.100999,-0.028027,0.218671,0.089515,0.00559,-0.217987,0.112032,-0.117502,0,0.106437,0.033576,0.089505,-0.011178,0.00559,61800,-1
-0.04899,0.125259,-0.07071,0.005443,-0.005443,0.016329,0.032653,0.010881,-0.01088,0,0.038083,-0.146835,0.201514,-0.15219,0.435493,-0.03794,0.016266,-0.357801,-0.065288,0.03811,0.038095,0.261125,-0.249593,0.032637,0,0.097879,-0.108648,-0.005438,0.108773,-0.141251,71820,-1
0.03786,-0.037846,-0.075721,0.032476,-0.027055,-0.108249,-0.119202,0.054248,0.048796,0,-0.081288,-0.048812,0,0.092246,0,0.005421,0,0,0,-0.102998,0,-0.048839,-0.081438,-0.038035,0,-0.059792,-0.032634,0.021763,0.043516,-0.043497,62040,0
-0.04954,0.203767,-0.412201,-0.104857,0.215458,-0.110254,0.193157,0.181768,-0.142951,0.627684,0.344714,-0.218114,-0.36614,0.005485,0.137114,-0.060248,0,0.049323,0.142419,-0.251614,0.137091,-0.093095,0.487832,-0.032728,-0.049108,-0.464024,0.186475,-0.08759,0.153416,0.093003,54360,1
0.134669,-0.317392,0.259039,-0.080741,-0.123902,0.026969,0.0701,0.21554,-0.016131,-0.150578,0.166963,0.010754,-0.188172,0.059251,-0.059216,-0.080797,0.080863,0,-0.118503,0.140215,-0.053853,-0.043106,0,0,-0.005391,-0.016173,-0.037742,0.091694,0,0.075443,58920,1
-0.150485,0.039073,-0.022319,-0.033486,-0.139571,0.022363,-0.117377,0.08394,0.21806,-0.25106,0,0.173388,0.039084,-0.273483,0.162301,0.005588,0,-0.078221,-0.35227,0.072948,-0.128967,0.089832,0.044876,-0.050463,0.01122,-0.084137,-0.247011,0.287017,0.072952,-0.056076,60540,1
-0.238544,0.105655,-0.105544,0.038926,0.667037,-0.508007,-0.0222,-0.22205,-0.205853,0.206278,-0.122399,-0.00557,-0.172692,-0.223214,0.307606,-0.072484,0.156233,-0.022284,-0.022289,-0.150485,0.039073,-0.022319,-0.033486,-0.139571,0.022363,-0.117377,0.08394,0.21806,-0.25106,0,59400,1
-0.048552,-0.086356,0.189067,-0.037742,-0.253506,0.162224,-0.053987,0,0.113434,0.210424,0.010768,-0.129206,0.237184,-0.204356,0.005389,-0.010777,-0.005389,0.026947,-0.032328,0.032338,-0.118534,0.102492,0.005389,0.032331,0.010774,0.199289,0.10751,-0.085915,-0.048369,-0.075277,55920,0
0.027124,0,0.04881,0.005421,0.065044,0.027084,-0.005415,0.075819,0.135289,-0.081064,0.03786,-0.037846,-0.075721,0.032476,-0.027055,-0.108249,-0.119202,0.054248,0.048796,0,-0.081288,-0.048812,0,0.092246,0,0.005421,0,0,0,-0.102998,61440,0
-0.314261,0.108707,-0.130307,-0.043492,0.087023,0.108684,0.059711,-0.135626,0.103216,0.439572,-0.637562,0.62534,-0.075655,0.102753,-0.664506,0.886496,0,0.242588,0.080667,0,0.021494,0.128935,0.021462,0,-0.021457,-0.225346,0.118305,0.064454,0.053677,0.005365,57540,-1
-0.709796,0.31105,0.097922,-0.059783,0.081571,-0.119539,0.097922,0.625,-0.032406,0.378194,-0.53286,-0.167749,0.731747,-0.597288,0.227359,0.243046,-0.102371,-0.026967,-0.064739,-0.178147,-0.021632,0.075729,-0.064861,0.021634,0.081112,-0.064837,-0.005407,-0.097324,0.124479,-0.021622,55500,0
-0.0223,-0.479563,-0.028016,0.835108,-0.027792,0.072278,0.016668,-0.077769,0.050033,-0.005556,-0.005557,-0.044457,-0.044477,0,0.233606,-0.177571,-0.044472,0,0.228018,-0.055488,-0.183211,0,-0.150175,-0.072415,0.078042,-0.105832,0.100368,0.077986,-0.178114,-0.02788,72360,1
-0.086137,0,-0.064659,0.043134,0.010779,0.096998,-0.199192,0.172618,-0.048465,0.048489,0,0,0.172321,-0.215031,0.28553,-0.290089,0.404073,-0.02683,0.128818,0.032163,0.080382,-0.016063,0,0.144594,-0.165775,0.069634,-0.11776,0.048232,-0.101773,0.016086,62040,-1
